237,123.72,4,117.88,"LINESTRING(104.102541 30.657603,104.103683 30.657082)"
238,268.31,4,117.93,"LINESTRING(104.103683 30.657082,104.106161 30.655951)"
239,128.79,4,117.88,"LINESTRING(104.106161 30.655951,104.107351 30.655408)"
240,93.73,4,117.48,"LINESTRING(104.107351 30.655408,104.107953 30.655134,104.108220 30.655019)"
241,55.54,2,204.05,"LINESTRING(104.108220 30.655019,104.108068 30.654701,104.107983 30.654564)"
242,430.9,5,100.1,"LINESTRING(104.098889 30.721303,104.099200 30.721121,104.100030 30.721069,104.100678 30.721046,104.101462 30.721066,104.102028 30.721044,104.102374 30.720993,104.102587 30.720917,104.103010 30.720710,104.103227 30.720640)"
243,9.86,2,210.43,"LINESTRING(104.107983 30.654564,104.107934 30.654486)"
244,334.5,5,282.93,"LINESTRING(104.106158 30.721031,104.104519 30.721238,104.103678 30.721350,104.103308 30.721426,104.103067 30.721525,104.102786 30.721696)"
245,264.37,4,298.38,"LINESTRING(104.092034 30.653062,104.089603 30.654193)"
246,26.72,4,298.18,"LINESTRING(104.089603 30.654193,104.089357 30.654307)"
247,229.96,4,298.43,"LINESTRING(104.089357 30.654307,104.087242 30.655291)"
248,99.24,4,298.37,"LINESTRING(104.087242 30.655291,104.086330 30.655715)"
249,2.24,4,306.0,"LINESTRING(104.086330 30.655715,104.086309 30.655725)"
250,246.71,5,4.19,"LINESTRING(104.103227 30.720640,104.103489 30.720648,104.103721 30.720744,104.103851 30.720897,104.103935 30.721094,104.103901 30.721353,104.103772 30.721548,104.103527 30.721817,104.103438 30.721965,104.103408 30.722101,104.103371 30.722340)"
251,190.38,4,6.2,"LINESTRING(104.112259 30.653368,104.112317 30.653523,104.112384 30.653792,104.112458 30.654107,104.112467 30.654451,104.112471 30.655060)"
252,12.97,4,0.0,"LINESTRING(104.112471 30.655060,104.112472 30.655177)"
253,81.94,4,0.51,"LINESTRING(104.112472 30.655177,104.112480 30.655914)"
254,216.88,4,0.39,"LINESTRING(104.112480 30.655914,104.112497 30.657864)"
255,206.84,4,1.62,"LINESTRING(104.112497 30.657864,104.112559 30.659724)"
256,373.98,4,352.08,"LINESTRING(104.112559 30.659724,104.112565 30.660875,104.112527 30.661406,104.112511 30.661569,104.112479 30.661723,104.112387 30.662039,104.112024 30.663025)"
257,210.0,4,340.09,"LINESTRING(104.112024 30.663025,104.111278 30.664801)"
258,7.99,4,201.47,"LINESTRING(104.112067 30.653485,104.112040 30.653417)"
